gene_name,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
RGS5,141.07379095877272,-0.8297584765868662,0.18121202705758402,-4.721711529807111,2.3386822804427503e-06,6.425825281858666e-06
RGS6,12.936681714166001,0.23239206071110624,0.7977634359854119,1.3376284178398254,0.18101759596973566,0.24295953074038978
RGS7,26.841376128463452,3.456247504243437,0.4546286809335152,7.857575546445217,3.9163980280351824e-15,1.895903510104501e-14
RGS9,105.2293353987983,-3.3557210807097424,0.29887170028017873,-11.396598351551253,4.347770180639087e-30,3.844636553624019e-29
RGS9BP,8.240271262814332,-0.2269998905319784,0.500000251769631,-0.6001164857492338,0.5484286063780982,0.6248631444323686
RHBDD1,382.67481107804997,-0.05462860569885197,0.10408700792213049,-0.531277145722605,0.5952267402563776,0.6675279380441599
RHBDD2,2594.9230000986295,-0.020242236477257973,0.06081459955729413,-0.33705972653359734,0.736071876338449,0.7894916479568121
RHBDD3,288.86310059367975,0.1707236622758484,0.11555566563123731,1.494967673990924,0.13492287885254423,0.18793799446013357
RHBDF1,457.1459721979939,-0.6751137480779659,0.09704463980386929,-7.01463980869326,2.3054209578198685e-12,9.511504765582904e-12
RHBDF2,1210.9857287208204,1.399071267096881,0.07548401704988553,18.611933581230588,2.571670705560776e-77,5.993159973705838e-76
RHBDL1,19.4270694052116,-0.2797337359602096,0.38988367367242005,-0.8366958879461183,0.4027635311205058,0.4838329905543464
RHBDL2,1.0939987275182579,-0.33492592317236625,0.8010369979309445,-1.1507185852494386,0.24984802802499118,
RHBDL3,148.71940845684418,-2.971153625497923,0.20535973805420088,-14.59965324033744,2.822774378180087e-48,3.944697083186343e-47
RHBG,4.950372096837017,-0.40476875334722756,0.7523248351375882,-1.1029952826878542,0.27002921373055433,0.343734404586471
RHCE,21.920451720008696,0.06941531380621706,0.43793639856607064,0.19209804483035875,0.8476654063911583,0.8813306077162496
RHCG,1.6629130460907369,-0.7144827095745802,1.1590261733510134,-1.4441116304304553,0.14870757704098878,
